final_text,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
,4,0,9.14.4,2025-07-03 10:45:51,Good afternoon Mr/Mrs. Thank you for your review. We will continue to strive to improve our service quality. Thank you Citilink Customer Care.,2025-07-04 08:09:35
harga sesuai citilink layan bagus,5,4,9.14.4,2025-07-03 06:29:06,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-04 08:10:25
route jadwal terbang hilang,4,0,9.14.4,2025-07-03 02:11:16,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Semoga rute penerbangan yang diinginkan dapat tersedia kembali. Terima kasih Customer Care Citilink,2025-07-04 08:08:14
hati urus maskapai citilink sulit uang,1,0,,2025-06-30 15:53:05,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-07-01 07:44:00
,2,0,,2025-06-30 10:04:49,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-01 07:44:26
bagus,5,0,,2025-06-29 13:25:42,Good afternoon Mr/Mrs. Thank you for your review. We will continue to strive to improve our service quality. Thank you Citilink Customer Care.,2025-07-01 07:42:21
great,5,0,9.14.4,2025-06-29 11:39:21,Good afternoon Mr/Mrs. Thank you for your review. We will continue to strive to improve our service quality. Thank you Citilink Customer Care.,2025-07-01 07:42:08
,5,0,9.14.3,2025-06-29 08:54:12,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-07-01 07:43:15
fitur check tidak pilih kursi bagus bookcabin group lion yah random kursi,1,9,9.14.1,2025-06-26 10:33:12,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-06-28 09:42:26
lot banget,1,0,9.14.3,2025-06-21 06:20:44,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-06-21 12:08:45
gabisa batalin beli,1,0,9.14.3,2025-06-20 05:33:20,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-06-20 06:22:45
mata duit bayar pakai debit online kena cas 3 persen gilaa uda layan buruk ngak rekomendasi orang keluarga,1,0,9.14.3,2025-06-17 16:24:41,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-06-20 02:45:54
gap d simple tpi klau 2 tumpang pilih masukin data tumpang tidak kayak belah auto simpan data moga kdepan bagus,4,1,9.14.3,2025-06-16 15:00:29,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-06-18 05:15:01
bagus mudah boking tiket,5,0,9.14.1,2025-06-04 03:22:01,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-06-04 04:05:25
lelet lambat mohon update mudah cepat,1,0,5.7.1,2025-06-03 13:36:40,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-06-04 04:06:20
suka banget tiket pesawat khusus citilink,5,0,9.14.1,2025-06-02 13:37:05,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-06-03 02:48:19
the best,5,0,,2025-05-26 23:23:00,Good morning Mr/Mrs. Thank you for your review. We will continue to strive to improve our service quality. Thank you Citilink Customer Care,2025-05-27 01:30:52
ngakak banget deh layan citilink beli tiket pesawat anak tara dewasa bagasi kabin trtulis 7 kilo potong dbandara dalih anak tidak bawa woyy beli tiket isi 7 kg kabin 15 kg bagasi gitu lu bayar gua sisa bagasi kabin nyuruh pndahin bagasi dn bayar perkg 300 anjayy trus kabin guee 7 kg lu jual kmane main sih citilink mmang jelek sengaja jual bagasi biar laku,1,0,9.14.0,2025-05-26 17:32:40,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-05-27 01:29:26
mantap layan,5,0,4.2.0,2025-05-26 15:28:18,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-05-27 01:30:15
tidak masuk,1,0,9.14.1,2025-05-23 22:27:06,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-05-24 12:11:05
layan kurang senang terbang citilink berat bagasi dikurang2in ud oke dpt 20kg rangin 15kg 20kg kadang2 tidak rangin bagasi kasih hrg gila hrg 1 tiket pesawat terbang pelit bikin susah customer tidak lagi2 terbang citilink,1,6,9.14.0,2025-05-09 10:10:23,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-05-10 11:42:00
susah daftar cek tiket tidak,1,0,,2025-05-03 04:20:55,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-05-03 11:24:38
applikasi mudah layan muas recomended keluarga,5,3,9.14.0,2025-04-30 07:31:22,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-05-03 11:23:57
mudah terbang sesuai jadwal,5,4,9.14.0,2025-04-30 07:19:21,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-05-03 11:23:44
mantap,5,0,5.7.1,2025-04-29 10:41:24,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-05-03 11:23:25
mohon diupgrade utama metode pembayran sebaikny opsi mll mobil banking va,2,0,9.13.1,2025-04-20 22:18:38,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-04-22 07:10:12
cek pilih kursi bayar asa belah tidak bayar,1,0,9.13.1,2025-04-17 18:23:06,Selamat Malam Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Dapat kami sampaikan jika penumpang tidak melakukan pemesanan atau pembelian kursi sebelumnya akan mendapatkan kursi acak (random seat) pada saat check in. Terima kasih Customer Care Citilink,2025-04-19 12:35:26
beli seat tidak aneh banget upgrade,2,2,9.13.1,2025-04-16 15:23:44,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-04-17 06:46:40
tidak pilih kursi bayar,1,0,9.13.1,2025-04-16 01:23:06,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Dapat kami sampaikan jika penumpang tidak melakukan pemesanan atau pembelian kursi sebelumnya akan mendapatkan kursi acak (random seat) pada saat check in. Terima kasih Customer Care Citilink,2025-04-17 06:45:58
maskapai andal,5,0,9.13.1,2025-04-15 08:54:38,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-04-16 02:32:47
lot tidak bantu,1,0,9.13.1,2025-04-11 13:29:13,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-04-14 07:46:16
hospitally,5,0,9.13.1,2025-04-11 11:14:19,,
susah2 ngumpulin miles susah banget redem eror muluu,1,0,,2025-04-11 10:54:44,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-04-14 07:45:41
lambat ui jelek,1,0,,2025-04-10 12:44:48,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-04-11 02:24:41
operasional buruk terbang re schedule alas operasional 4 jam pesan tiket tiket informasi re schedule alas operasional kabar kurang 24 jam rugi rating 0 5 5,1,0,9.13.1,2025-04-10 05:38:00,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-04-11 02:24:24
buruk metode bayar pakai ovo metode bayar,2,1,9.13.1,2025-04-08 03:53:22,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-04-09 06:27:00
susah masuk pas masuk tampil langsung hitam,2,2,9.13.1,2025-04-07 01:25:34,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-04-07 09:20:15
crash error cari jadwal terbang online check muncul jendela error,1,0,5.7.1,2025-04-04 04:23:56,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-04-04 10:10:54
tidak booking seat,1,0,9.13.1,2025-03-28 09:43:16,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-03-29 09:52:50
order seatnya kosong gimana perdana resmi citilink tidak sih,3,0,9.13.1,2025-03-28 08:18:36,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-03-29 09:52:32
sampah iya nyari tiket ditungguin 20 menit tapilan tiket blom kocak kocak,2,0,,2025-03-23 18:58:33,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-03-24 01:23:47
tidak akses,1,0,9.13.1,2025-03-23 04:42:11,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-03-24 01:23:28
error tidak pencet home kedip kedip,2,2,9.13.1,2025-03-21 22:17:20,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-03-22 09:46:51
susah banget bayar bayar make virtual account bca tidak tua banget tim it,1,0,9.13.0,2025-03-21 14:55:32,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-03-22 09:46:28
lot layan csnya tidak solusi tiba2 batal maskapai 2 belum berangkat jadwal sibuk belum lebaran beli 1bulan belum ganti ubah jadwal lebaran rugi duit,1,0,5.6.1,2025-03-19 07:24:29,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-03-20 06:51:25
mudah banget cari tiket rubah jadwal cepat tanpa ribet,5,1,9.12.2,2025-03-04 01:01:00,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-03-05 06:04:17
error tidak saran tidak member linkmiles,1,0,,2025-03-01 03:35:51,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-03-05 06:03:24
lambat bayar susah metode transfer bank,3,1,,2025-02-28 08:40:36,Selamat Sore Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-03-01 08:39:59
usaha tidak tanggung layan buruk pesawat jelek bersih buruk kotor tidak nyaman banget tanggung asuransi koper 300k doang cair alas moga pesawat jatuh,1,0,,2025-02-24 23:52:59,Selamat Pagi Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-02-26 01:43:45
mantap,5,0,9.12.2,2025-02-21 12:23:54,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami akan terus berusaha meningkatkan kualitas pelayanan kami. Terima kasih Customer Care Citilink,2025-02-24 06:06:52
masukin no trip tidak reject parah bngt dibaikin nih sistem,1,0,9.12.2,2025-02-20 14:28:31,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-02-24 06:05:01
jelek banget seringkali error tidak buka jadwal terbang dibooking sblmnya beli hrs masukin identitas manual,1,5,9.11.1,2025-02-20 09:28:07,Selamat Siang Bapak/Ibu. Terima kasih atas ulasan yang diberikan. Kami mohon maaf atas ketidaknyamanan yang dialami. Mohon kesediaannya dapat mengirimkan detail keluhan melalui email customercare@citilink.co.id. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu. Terima kasih Customer Care Citilink,2025-02-24 06:04:45
